index,name,hue,value,chroma,R,G,B
0,2.5R2/2,2.5R,2.0,2,63,39,41
1,2.5R3/2,2.5R,3.0,2,91,64,64
2,2.5R4/2,2.5R,4.0,2,117,93,94
3,2.5R5/2,2.5R,5.0,2,141,119,119
4,2.5R6/2,2.5R,6.0,2,168,146,146
5,2.5R7/2,2.5R,7.0,2,196,174,174
6,2.5R8/2,2.5R,8.0,2,222,203,203
7,2.5R9/2,2.5R,9.0,2,247,228,228
8,2.5R2/4,2.5R,2.0,4,78,36,44
9,2.5R3/4,2.5R,3.0,4,107,59,64
10,2.5R4/4,2.5R,4.0,4,133,85,89
11,2.5R5/4,2.5R,5.0,4,158,114,116
12,2.5R6/4,2.5R,6.0,4,185,140,141
13,2.5R7/4,2.5R,7.0,4,212,168,168
14,2.5R8/4,2.5R,8.0,4,241,193,193
15,2.5R2/6,2.5R,2.0,6,85,27,44
16,2.5R3/6,2.5R,3.0,6,117,48,58
17,2.5R4/6,2.5R,4.0,6,141,72,78
18,2.5R5/6,2.5R,5.0,6,172,104,109
19,2.5R6/6,2.5R,6.0,6,202,132,134
20,2.5R7/6,2.5R,7.0,6,228,159,160
21,2.5R8/6,2.5R,8.0,6,260,185,186
22,2.5R2/8,2.5R,2.0,8,98,14,44
23,2.5R3/8,2.5R,3.0,8,129,38,55
24,2.5R4/8,2.5R,4.0,8,158,69,81
25,2.5R5/8,2.5R,5.0,8,185,97,105
26,2.5R6/8,2.5R,6.0,8,213,125,130
27,2.5R7/8,2.5R,7.0,8,245,151,154
28,2.5R3/10,2.5R,3.0,10,141,16,52
29,2.5R4/10,2.5R,4.0,10,169,56,75
30,2.5R5/10,2.5R,5.0,10,199,87,99
31,2.5R6/10,2.5R,6.0,10,227,115,122
32,2.5R4/12,2.5R,4.0,12,181,40,71
33,2.5R5/12,2.5R,5.0,12,212,75,96
34,2.5R6/12,2.5R,6.0,12,240,106,119
35,2.5R4/14,2.5R,4.0,14,191,19,71
36,2.5R5/14,2.5R,5.0,14,222,58,91
37,5R2/2,5R,2.0,2,67,44,45
38,5R3/2,5R,3.0,2,93,64,64
39,5R4/2,5R,4.0,2,119,92,90
40,5R5/2,5R,5.0,2,141,119,117
41,5R6/2,5R,6.0,2,171,146,144
42,5R7/2,5R,7.0,2,194,171,169
43,5R8/2,5R,8.0,2,222,203,200
44,5R9/2,5R,9.0,2,251,230,228
45,5R2/4,5R,2.0,4,78,36,42
46,5R3/4,5R,3.0,4,109,60,60
47,5R4/4,5R,4.0,4,134,84,83
48,5R5/4,5R,5.0,4,160,111,108
49,5R6/4,5R,6.0,4,182,137,134
50,5R7/4,5R,7.0,4,212,165,162
51,5R8/4,5R,8.0,4,241,193,189
52,5R2/6,5R,2.0,6,85,19,30
53,5R3/6,5R,3.0,6,120,51,54
54,5R4/6,5R,4.0,6,145,76,75
55,5R5/6,5R,5.0,6,173,104,101
56,5R6/6,5R,6.0,6,200,132,128
57,5R7/6,5R,7.0,6,224,155,150
58,5R8/6,5R,8.0,6,256,184,178
59,5R2/8,5R,2.0,8,96,7,31
60,5R3/8,5R,3.0,8,127,40,47
61,5R4/8,5R,4.0,8,159,67,68
62,5R5/8,5R,5.0,8,186,95,93
63,5R6/8,5R,6.0,8,212,120,116
64,5R7/8,5R,7.0,8,248,152,146
65,5R3/10,5R,3.0,10,141,24,41
66,5R4/10,5R,4.0,10,171,56,60
67,5R5/10,5R,5.0,10,198,86,86
68,5R6/10,5R,6.0,10,227,113,111
69,5R7/10,5R,7.0,10,257,141,135
70,5R4/12,5R,4.0,12,182,44,54
71,5R5/12,5R,5.0,12,211,73,75
72,5R6/12,5R,6.0,12,239,105,103
73,5R4/14,5R,4.0,14,188,12,43
74,5R5/14,5R,5.0,14,225,64,73
75,5R2/1,5R,2.0,1,60,46,45
76,5R3/1,5R,3.0,1,84,69,69
77,5R4/1,5R,4.0,1,108,93,90
78,5R5/1,5R,5.0,1,133,120,118
79,5R6/1,5R,6.0,1,161,147,146
80,5R7/1,5R,7.0,1,187,175,174
81,5R8/1,5R,8.0,1,214,203,202
82,5R9/1,5R,9.0,1,243,230,230
83,7.5R2/2,7.5R,2.0,2,70,51,51
84,7.5R3/2,7.5R,3.0,2,97,67,63
85,7.5R4/2,7.5R,4.0,2,118,91,87
86,7.5R5/2,7.5R,5.0,2,141,119,116
87,7.5R6/2,7.5R,6.0,2,167,144,139
88,7.5R7/2,7.5R,7.0,2,196,173,169
89,7.5R8/2,7.5R,8.0,2,218,198,194
90,7.5R9/2,7.5R,9.0,2,248,225,221
91,7.5R2/4,7.5R,2.0,4,77,34,32
92,7.5R3/4,7.5R,3.0,4,107,59,52
93,7.5R4/4,7.5R,4.0,4,136,85,78
94,7.5R5/4,7.5R,5.0,4,158,112,105
95,7.5R6/4,7.5R,6.0,4,183,136,127
96,7.5R7/4,7.5R,7.0,4,212,165,156
97,7.5R8/4,7.5R,8.0,4,242,193,183
98,7.5R2/6,7.5R,2.0,6,88,26,27
99,7.5R3/6,7.5R,3.0,6,120,52,44
100,7.5R4/6,7.5R,4.0,6,147,80,70
101,7.5R5/6,7.5R,5.0,6,175,106,94
102,7.5R6/6,7.5R,6.0,6,201,132,119
103,7.5R7/6,7.5R,7.0,6,231,160,145
104,7.5R8/6,7.5R,8.0,6,259,185,170
105,7.5R2/8,7.5R,2.0,8,98,12,23
106,7.5R3/8,7.5R,3.0,8,129,40,33
107,7.5R4/8,7.5R,4.0,8,160,69,58
108,7.5R5/8,7.5R,5.0,8,188,97,83
109,7.5R6/8,7.5R,6.0,8,214,125,109
110,7.5R7/8,7.5R,7.0,8,249,151,134
111,7.5R3/10,7.5R,3.0,10,139,27,26
112,7.5R4/10,7.5R,4.0,10,173,60,49
113,7.5R5/10,7.5R,5.0,10,201,89,74
114,7.5R6/10,7.5R,6.0,10,229,116,96
115,7.5R7/10,7.5R,7.0,10,261,142,122
116,7.5R3/12,7.5R,3.0,12,154,-4,19
117,7.5R4/12,7.5R,4.0,12,178,49,38
118,7.5R5/12,7.5R,5.0,12,209,76,60
119,7.5R6/12,7.5R,6.0,12,244,108,85
120,7.5R4/14,7.5R,4.0,14,189,26,19
121,7.5R5/14,7.5R,5.0,14,222,64,48
122,7.5R4/16,7.5R,4.0,16,198,-9,12
123,7.5R5/16,7.5R,5.0,16,235,49,37
124,10R2/2,10R,2.0,2,64,41,36
125,10R3/2,10R,3.0,2,94,66,60
126,10R4/2,10R,4.0,2,119,92,85
127,10R5/2,10R,5.0,2,143,119,111
128,10R6/2,10R,6.0,2,172,147,140
129,10R7/2,10R,7.0,2,199,175,168
130,10R8/2,10R,8.0,2,226,204,197
131,10R9/2,10R,9.0,2,251,228,222
132,10R2/4,10R,2.0,4,79,37,31
133,10R3/4,10R,3.0,4,106,60,48
134,10R4/4,10R,4.0,4,135,87,73
135,10R5/4,10R,5.0,4,158,113,100
136,10R6/4,10R,6.0,4,186,139,123
137,10R7/4,10R,7.0,4,212,166,150
138,10R8/4,10R,8.0,4,243,193,176
139,10R2/6,10R,2.0,6,87,28,21
140,10R3/6,10R,3.0,6,116,52,38
141,10R4/6,10R,4.0,6,145,78,59
142,10R5/6,10R,5.0,6,173,105,83
143,10R6/6,10R,6.0,6,198,132,111
144,10R7/6,10R,7.0,6,228,160,136
145,10R8/6,10R,8.0,6,258,185,159
146,10R3/8,10R,3.0,8,126,43,25
147,10R4/8,10R,4.0,8,156,69,42
148,10R5/8,10R,5.0,8,185,99,71
149,10R6/8,10R,6.0,8,212,126,96
150,10R7/8,10R,7.0,8,247,152,121
151,10R3/10,10R,3.0,10,135,31,6
152,10R4/10,10R,4.0,10,167,63,30
153,10R5/10,10R,5.0,10,197,89,48
154,10R6/10,10R,6.0,10,228,120,83
155,10R7/10,10R,7.0,10,258,145,105
156,10R4/12,10R,4.0,12,174,56,15
157,10R5/12,10R,5.0,12,205,81,30
158,10R6/12,10R,6.0,12,238,111,60
159,10R5/14,10R,5.0,14,214,74,7
160,10R6/14,10R,6.0,14,249,103,42
161,10R5/16,10R,5.0,16,228,65,-30
162,10R2/1,10R,2.0,1,61,48,46
163,10R3/1,10R,3.0,1,85,68,64
164,10R4/1,10R,4.0,1,111,96,92
165,10R5/1,10R,5.0,1,134,122,118
166,10R6/1,10R,6.0,1,160,146,142
167,10R7/1,10R,7.0,1,188,174,170
168,10R8/1,10R,8.0,1,215,203,200
169,10R9/1,10R,9.0,1,244,230,226
170,2.5YR2/2,2.5YR,2.0,2,62,42,36
171,2.5YR3/2,2.5YR,3.0,2,89,62,50
172,2.5YR4/2,2.5YR,4.0,2,118,91,81
173,2.5YR5/2,2.5YR,5.0,2,145,120,110
174,2.5YR6/2,2.5YR,6.0,2,174,149,138
175,2.5YR7/2,2.5YR,7.0,2,198,174,164
176,2.5YR8/2,2.5YR,8.0,2,222,201,191
177,2.5YR9/2,2.5YR,9.0,2,252,229,218
178,2.5YR2/4,2.5YR,2.0,4,79,41,32
179,2.5YR3/4,2.5YR,3.0,4,105,62,46
180,2.5YR4/4,2.5YR,4.0,4,130,87,69
181,2.5YR5/4,2.5YR,5.0,4,157,113,93
182,2.5YR6/4,2.5YR,6.0,4,184,140,118
183,2.5YR7/4,2.5YR,7.0,4,212,166,145
184,2.5YR8/4,2.5YR,8.0,4,241,194,171
185,2.5YR3/6,2.5YR,3.0,6,114,55,29
186,2.5YR4/6,2.5YR,4.0,6,142,82,55
187,2.5YR5/6,2.5YR,5.0,6,170,107,77
188,2.5YR6/6,2.5YR,6.0,6,198,131,100
189,2.5YR7/6,2.5YR,7.0,6,226,160,128
190,2.5YR8/6,2.5YR,8.0,6,257,187,153
191,2.5YR3/8,2.5YR,3.0,8,124,49,14
192,2.5YR4/8,2.5YR,4.0,8,152,76,36
193,2.5YR5/8,2.5YR,5.0,8,186,102,61
194,2.5YR6/8,2.5YR,6.0,8,215,131,89
195,2.5YR7/8,2.5YR,7.0,8,245,157,113
196,2.5YR4/10,2.5YR,4.0,10,162,70,15
197,2.5YR5/10,2.5YR,5.0,10,194,95,39
198,2.5YR6/10,2.5YR,6.0,10,222,121,65
199,2.5YR7/10,2.5YR,7.0,10,254,151,94
200,2.5YR5/12,2.5YR,5.0,12,200,90,12
201,2.5YR6/12,2.5YR,6.0,12,238,119,44
202,2.5YR7/12,2.5YR,7.0,12,271,144,69
203,2.5YR5/14,2.5YR,5.0,14,212,90,-45
204,2.5YR6/14,2.5YR,6.0,14,241,107,-8
205,2.5YR6/16,2.5YR,6.0,16,248,107,-49
206,5YR2/2,5YR,2.0,2,65,47,38
207,5YR3/2,5YR,3.0,2,89,67,55
208,5YR4/2,5YR,4.0,2,117,94,81
209,5YR5/2,5YR,5.0,2,141,119,108
210,5YR6/2,5YR,6.0,2,169,145,128
211,5YR7/2,5YR,7.0,2,199,174,160
212,5YR8/2,5YR,8.0,2,222,201,188
213,5YR9/2,5YR,9.0,2,254,228,212
214,5YR2/4,5YR,2.0,4,76,40,22
215,5YR3/4,5YR,3.0,4,102,62,42
216,5YR4/4,5YR,4.0,4,131,89,64
217,5YR5/4,5YR,5.0,4,154,112,89
218,5YR6/4,5YR,6.0,4,183,142,116
219,5YR7/4,5YR,7.0,4,213,169,140
220,5YR8/4,5YR,8.0,4,242,195,165
221,5YR3/6,5YR,3.0,6,111,59,26
222,5YR4/6,5YR,4.0,6,141,84,46
223,5YR5/6,5YR,5.0,6,170,110,71
224,5YR6/6,5YR,6.0,6,198,138,93
225,5YR7/6,5YR,7.0,6,225,164,118
226,5YR8/6,5YR,8.0,6,254,191,145
227,5YR4/8,5YR,4.0,8,148,80,32
228,5YR5/8,5YR,5.0,8,176,103,48
229,5YR6/8,5YR,6.0,8,206,130,74
230,5YR7/8,5YR,7.0,8,238,160,103
231,5YR8/8,5YR,8.0,8,272,187,122
232,5YR5/10,5YR,5.0,10,186,101,24
233,5YR6/10,5YR,6.0,10,216,128,51
234,5YR7/10,5YR,7.0,10,246,154,78
235,5YR5/12,5YR,5.0,12,192,100,-12
236,5YR6/12,5YR,6.0,12,223,124,4
237,5YR7/12,5YR,7.0,12,258,152,52
238,5YR6/14,5YR,6.0,14,232,122,-43
239,5YR7/14,5YR,7.0,14,267,149,-13
240,5YR2/1,5YR,2.0,1,61,48,43
241,5YR3/1,5YR,3.0,1,82,69,62
242,5YR4/1,5YR,4.0,1,108,96,89
243,5YR5/1,5YR,5.0,1,135,122,115
244,5YR6/1,5YR,6.0,1,163,149,142
245,5YR7/1,5YR,7.0,1,186,174,168
246,5YR8/1,5YR,8.0,1,215,202,194
247,5YR9/1,5YR,9.0,1,244,231,224
248,7.5YR2/2,7.5YR,2.0,2,63,44,31
249,7.5YR3/2,7.5YR,3.0,2,88,67,52
250,7.5YR4/2,7.5YR,4.0,2,115,93,76
251,7.5YR5/2,7.5YR,5.0,2,143,121,105
252,7.5YR6/2,7.5YR,6.0,2,170,149,133
253,7.5YR7/2,7.5YR,7.0,2,199,176,158
254,7.5YR8/2,7.5YR,8.0,2,227,205,185
255,7.5YR9/2,7.5YR,9.0,2,252,230,209
256,7.5YR2/4,7.5YR,2.0,4,83,53,31
257,7.5YR3/4,7.5YR,3.0,4,98,65,35
258,7.5YR4/4,7.5YR,4.0,4,129,91,60
259,7.5YR5/4,7.5YR,5.0,4,153,117,87
260,7.5YR6/4,7.5YR,6.0,4,182,145,111
261,7.5YR7/4,7.5YR,7.0,4,210,171,139
262,7.5YR8/4,7.5YR,8.0,4,239,197,159
263,7.5YR3/6,7.5YR,3.0,6,107,63,19
264,7.5YR4/6,7.5YR,4.0,6,136,87,37
265,7.5YR5/6,7.5YR,5.0,6,167,114,62
266,7.5YR6/6,7.5YR,6.0,6,196,140,89
267,7.5YR7/6,7.5YR,7.0,6,222,168,114
268,7.5YR8/6,7.5YR,8.0,6,252,194,139
269,7.5YR4/8,7.5YR,4.0,8,141,83,20
270,7.5YR5/8,7.5YR,5.0,8,174,109,42
271,7.5YR6/8,7.5YR,6.0,8,206,138,67
272,7.5YR7/8,7.5YR,7.0,8,237,167,94
273,7.5YR8/8,7.5YR,8.0,8,262,190,116
274,7.5YR5/10,7.5YR,5.0,10,179,107,11
275,7.5YR6/10,7.5YR,6.0,10,214,136,38
276,7.5YR7/10,7.5YR,7.0,10,245,163,66
277,7.5YR8/10,7.5YR,8.0,10,272,187,92
278,7.5YR6/12,7.5YR,6.0,12,216,130,-21
279,7.5YR7/12,7.5YR,7.0,12,250,158,33
280,7.5YR6/14,7.5YR,6.0,14,230,137,-69
281,7.5YR7/14,7.5YR,7.0,14,257,156,-60
282,7.5YR7/16,7.5YR,7.0,16,268,159,-117
283,10YR2/2,10YR,2.0,2,61,48,34
284,10YR3/2,10YR,3.0,2,85,68,51
285,10YR4/2,10YR,4.0,2,112,94,73
286,10YR5/2,10YR,5.0,2,142,123,103
287,10YR6/2,10YR,6.0,2,168,150,130
288,10YR7/2,10YR,7.0,2,197,179,157
289,10YR8/2,10YR,8.0,2,226,206,182
290,10YR9/2,10YR,9.0,2,253,235,209
291,10YR3/4,10YR,3.0,4,94,66,34
292,10YR4/4,10YR,4.0,4,123,92,55
293,10YR5/4,10YR,5.0,4,152,119,81
294,10YR6/4,10YR,6.0,4,178,145,105
295,10YR7/4,10YR,7.0,4,207,171,129
296,10YR8/4,10YR,8.0,4,235,201,155
297,10YR9/4,10YR,9.0,4,263,229,182
298,10YR3/6,10YR,3.0,6,94,64,23
299,10YR4/6,10YR,4.0,6,130,90,33
300,10YR5/6,10YR,5.0,6,158,113,53
301,10YR6/6,10YR,6.0,6,186,142,82
302,10YR7/6,10YR,7.0,6,215,168,104
303,10YR8/6,10YR,8.0,6,246,199,131
304,10YR4/8,10YR,4.0,8,141,92,0
305,10YR5/8,10YR,5.0,8,166,112,26
306,10YR6/8,10YR,6.0,8,194,138,52
307,10YR7/8,10YR,7.0,8,221,165,79
308,10YR8/8,10YR,8.0,8,253,195,101
309,10YR5/10,10YR,5.0,10,172,112,-16
310,10YR6/10,10YR,6.0,10,200,137,20
311,10YR7/10,10YR,7.0,10,232,164,48
312,10YR8/10,10YR,8.0,10,261,191,77
313,10YR6/12,10YR,6.0,12,202,135,-54
314,10YR7/12,10YR,7.0,12,234,160,-9
315,10YR8/12,10YR,8.0,12,266,190,45
316,10YR7/14,10YR,7.0,14,239,161,-113
317,10YR8/14,10YR,8.0,14,268,185,-76
318,10YR2/1,10YR,2.0,1,54,46,38
319,10YR3/1,10YR,3.0,1,80,70,60
320,10YR4/1,10YR,4.0,1,107,96,84
321,10YR5/1,10YR,5.0,1,132,123,113
322,10YR6/1,10YR,6.0,1,160,150,138
323,10YR7/1,10YR,7.0,1,186,176,165
324,10YR8/1,10YR,8.0,1,214,203,190
325,10YR9/1,10YR,9.0,1,243,233,221
326,2.5Y2/2,2.5Y,2.0,2,58,47,30
327,2.5Y3/2,2.5Y,3.0,2,83,70,51
328,2.5Y4/2,2.5Y,4.0,2,111,96,73
329,2.5Y5/2,2.5Y,5.0,2,138,124,100
330,2.5Y6/2,2.5Y,6.0,2,165,151,124
331,2.5Y7/2,2.5Y,7.0,2,193,178,151
332,2.5Y8/2,2.5Y,8.0,2,221,206,180
333,2.5Y8.5/2,2.5Y,8.5,2,236,222,194
334,2.5Y9/2,2.5Y,9.0,2,247,234,205
335,2.5Y3/4,2.5Y,3.0,4,91,71,36
336,2.5Y4/4,2.5Y,4.0,4,118,93,50
337,2.5Y5/4,2.5Y,5.0,4,147,121,74
338,2.5Y6/4,2.5Y,6.0,4,173,148,102
339,2.5Y7/4,2.5Y,7.0,4,203,175,127
340,2.5Y8/4,2.5Y,8.0,4,229,204,152
341,2.5Y8.5/4,2.5Y,8.5,4,242,216,163
342,2.5Y9/4,2.5Y,9.0,4,258,232,174
343,2.5Y4/6,2.5Y,4.0,6,123,94,24
344,2.5Y5/6,2.5Y,5.0,6,150,116,44
345,2.5Y6/6,2.5Y,6.0,6,180,145,74
346,2.5Y7/6,2.5Y,7.0,6,210,174,100
347,2.5Y8/6,2.5Y,8.0,6,238,202,126
348,2.5Y8.5/6,2.5Y,8.5,6,256,217,135
349,2.5Y5/8,2.5Y,5.0,8,156,116,15
350,2.5Y6/8,2.5Y,6.0,8,187,145,40
351,2.5Y7/8,2.5Y,7.0,8,217,172,70
352,2.5Y8/8,2.5Y,8.0,8,248,201,95
353,2.5Y8.5/8,2.5Y,8.5,8,261,216,112
354,2.5Y6/10,2.5Y,6.0,10,192,144,-16
355,2.5Y7/10,2.5Y,7.0,10,221,169,30
356,2.5Y8/10,2.5Y,8.0,10,253,196,65
357,2.5Y8.5/10,2.5Y,8.5,10,269,214,78
358,2.5Y7/12,2.5Y,7.0,12,225,168,-66
359,2.5Y8/12,2.5Y,8.0,12,258,197,-3
360,2.5Y8.5/12,2.5Y,8.5,12,269,207,4
361,2.5Y8/14,2.5Y,8.0,14,263,199,-116
362,2.5Y8/16,2.5Y,8.0,16,265,196,-203
363,5Y2/2,5Y,2.0,2,56,49,31
364,5Y3/2,5Y,3.0,2,81,72,52
365,5Y4/2,5Y,4.0,2,107,96,70
366,5Y5/2,5Y,5.0,2,134,125,101
367,5Y6/2,5Y,6.0,2,162,153,126
368,5Y7/2,5Y,7.0,2,189,180,150
369,5Y8/2,5Y,8.0,2,217,207,173
370,5Y8.5/2,5Y,8.5,2,231,221,190
371,5Y9/2,5Y,9.0,2,245,234,202
372,5Y3/4,5Y,3.0,4,85,71,32
373,5Y4/4,5Y,4.0,4,116,98,51
374,5Y5/4,5Y,5.0,4,141,123,71
375,5Y6/4,5Y,6.0,4,166,150,97
376,5Y7/4,5Y,7.0,4,196,178,121
377,5Y8/4,5Y,8.0,4,220,204,147
378,5Y8.5/4,5Y,8.5,4,236,217,159
379,5Y9/4,5Y,9.0,4,252,233,172
380,5Y4/6,5Y,4.0,6,116,94,23
381,5Y5/6,5Y,5.0,6,147,123,47
382,5Y6/6,5Y,6.0,6,173,148,69
383,5Y7/6,5Y,7.0,6,201,178,96
384,5Y8/6,5Y,8.0,6,232,206,121
385,5Y8.5/6,5Y,8.5,6,245,220,133
386,5Y9/6,5Y,9.0,6,259,234,143
387,5Y5/8,5Y,5.0,8,148,120,-1
388,5Y6/8,5Y,6.0,8,176,148,35
389,5Y7/8,5Y,7.0,8,205,173,60
390,5Y8/8,5Y,8.0,8,236,205,91
391,5Y8.5/8,5Y,8.5,8,248,218,99
392,5Y6/10,5Y,6.0,10,180,147,-37
393,5Y7/10,5Y,7.0,10,211,175,23
394,5Y8/10,5Y,8.0,10,237,202,52
395,5Y8.5/10,5Y,8.5,10,252,217,67
396,5Y7/12,5Y,7.0,12,208,172,-82
397,5Y8/12,5Y,8.0,12,242,203,-41
398,5Y8.5/12,5Y,8.5,12,263,217,-29
399,5Y8/14,5Y,8.0,14,242,199,-166
400,5Y8/16,5Y,8.0,16,259,215,-138
401,5Y2/1,5Y,2.0,1,51,46,35
402,5Y3/1,5Y,3.0,1,78,74,62
403,5Y4/1,5Y,4.0,1,106,100,87
404,5Y5/1,5Y,5.0,1,127,123,110
405,5Y6/1,5Y,6.0,1,158,152,138
406,5Y7/1,5Y,7.0,1,185,180,167
407,5Y8/1,5Y,8.0,1,211,205,191
408,5Y9/1,5Y,9.0,1,242,235,215
409,7.5Y2/2,7.5Y,2.0,2,53,49,32
410,7.5Y3/2,7.5Y,3.0,2,75,70,49
411,7.5Y4/2,7.5Y,4.0,2,106,99,71
412,7.5Y5/2,7.5Y,5.0,2,133,126,99
413,7.5Y6/2,7.5Y,6.0,2,161,154,125
414,7.5Y7/2,7.5Y,7.0,2,188,181,149
415,7.5Y8/2,7.5Y,8.0,2,215,208,175
416,7.5Y8.5/2,7.5Y,8.5,2,229,224,188
417,7.5Y9/2,7.5Y,9.0,2,242,234,200
418,7.5Y3/4,7.5Y,3.0,4,82,72,29
419,7.5Y4/4,7.5Y,4.0,4,109,98,48
420,7.5Y5/4,7.5Y,5.0,4,136,124,69
421,7.5Y6/4,7.5Y,6.0,4,162,150,94
422,7.5Y7/4,7.5Y,7.0,4,190,178,120
423,7.5Y8/4,7.5Y,8.0,4,216,204,144
424,7.5Y8.5/4,7.5Y,8.5,4,229,219,156
425,7.5Y9/4,7.5Y,9.0,4,245,234,168
426,7.5Y4/6,7.5Y,4.0,6,109,97,14
427,7.5Y5/6,7.5Y,5.0,6,138,123,39
428,7.5Y6/6,7.5Y,6.0,6,165,149,64
429,7.5Y7/6,7.5Y,7.0,6,192,177,90
430,7.5Y8/6,7.5Y,8.0,6,221,205,116
431,7.5Y8.5/6,7.5Y,8.5,6,234,220,126
432,7.5Y9/6,7.5Y,9.0,6,250,235,142
433,7.5Y5/8,7.5Y,5.0,8,137,122,-14
434,7.5Y6/8,7.5Y,6.0,8,165,147,14
435,7.5Y7/8,7.5Y,7.0,8,196,177,57
436,7.5Y8/8,7.5Y,8.0,8,224,206,82
437,7.5Y8.5/8,7.5Y,8.5,8,241,221,99
438,7.5Y6/10,7.5Y,6.0,10,171,152,-42
439,7.5Y7/10,7.5Y,7.0,10,197,176,-16
440,7.5Y8/10,7.5Y,8.0,10,229,207,45
441,7.5Y8.5/10,7.5Y,8.5,10,243,222,60
442,7.5Y7/12,7.5Y,7.0,12,197,176,-111
443,7.5Y8/12,7.5Y,8.0,12,227,204,-73
444,7.5Y8.5/12,7.5Y,8.5,12,247,223,-27
445,10Y2/2,10Y,2.0,2,53,52,36
446,10Y3/2,10Y,3.0,2,73,70,47
447,10Y4/2,10Y,4.0,2,101,99,75
448,10Y5/2,10Y,5.0,2,127,125,97
449,10Y6/2,10Y,6.0,2,156,154,124
450,10Y7/2,10Y,7.0,2,182,179,150
451,10Y8/2,10Y,8.0,2,210,207,175
452,10Y8.5/2,10Y,8.5,2,227,224,191
453,10Y9/2,10Y,9.0,2,237,234,198
454,10Y3/4,10Y,3.0,4,76,73,24
455,10Y4/4,10Y,4.0,4,102,98,43
456,10Y5/4,10Y,5.0,4,130,126,69
457,10Y6/4,10Y,6.0,4,157,153,97
458,10Y7/4,10Y,7.0,4,183,178,119
459,10Y8/4,10Y,8.0,4,210,205,145
460,10Y8.5/4,10Y,8.5,4,225,219,154
461,10Y9/4,10Y,9.0,4,243,237,169
462,10Y4/6,10Y,4.0,6,101,98,14
463,10Y5/6,10Y,5.0,6,130,125,37
464,10Y6/6,10Y,6.0,6,158,153,65
465,10Y7/6,10Y,7.0,6,186,182,90
466,10Y8/6,10Y,8.0,6,215,208,118
467,10Y8.5/6,10Y,8.5,6,228,221,128
468,10Y9/6,10Y,9.0,6,244,239,141
469,10Y5/8,10Y,5.0,8,132,127,-12
470,10Y6/8,10Y,6.0,8,159,153,27
471,10Y7/8,10Y,7.0,8,189,181,61
472,10Y8/8,10Y,8.0,8,215,207,85
473,10Y8.5/8,10Y,8.5,8,230,224,99
474,10Y6/10,10Y,6.0,10,157,153,-45
475,10Y7/10,10Y,7.0,10,189,181,-8
476,10Y8/10,10Y,8.0,10,217,208,41
477,10Y8.5/10,10Y,8.5,10,235,225,56
478,10Y7/12,10Y,7.0,12,190,181,-112
479,10Y8/12,10Y,8.0,12,218,207,-90
480,10Y8.5/12,10Y,8.5,12,236,226,-48
481,10Y2/1,10Y,2.0,1,49,49,38
482,10Y3/1,10Y,3.0,1,75,74,61
483,10Y4/1,10Y,4.0,1,101,100,84
484,10Y5/1,10Y,5.0,1,126,124,110
485,10Y6/1,10Y,6.0,1,153,152,138
486,10Y7/1,10Y,7.0,1,179,177,160
487,10Y8/1,10Y,8.0,1,207,205,190
488,10Y9/1,10Y,9.0,1,236,234,216
489,2.5GY2/2,2.5GY,2.0,2,48,49,32
490,2.5GY3/2,2.5GY,3.0,2,73,75,55
491,2.5GY4/2,2.5GY,4.0,2,97,100,77
492,2.5GY5/2,2.5GY,5.0,2,125,127,98
493,2.5GY6/2,2.5GY,6.0,2,147,150,121
494,2.5GY7/2,2.5GY,7.0,2,180,181,153
495,2.5GY8/2,2.5GY,8.0,2,206,208,172
496,2.5GY9/2,2.5GY,9.0,2,234,234,198
497,2.5GY3/4,2.5GY,3.0,4,72,76,31
498,2.5GY4/4,2.5GY,4.0,4,97,101,50
499,2.5GY5/4,2.5GY,5.0,4,122,126,73
500,2.5GY6/4,2.5GY,6.0,4,149,155,98
501,2.5GY7/4,2.5GY,7.0,4,177,181,123
